Codice Punto,strada,km,localita,Data,Totale,Motocicli,Autovetture e monovolumi,Autovetture e monovolumi con rimorchio,Furgoni,Autocarro medio (fino a 8_7 m),Autocarro grande (da 8_7 m),Autocarro con rimorchio,Trattore con semirimorchio,Autobus
107,SS 12,330+950,Masi,06/04/2005 0:00:00,3214.00,140.00,2396.00,41.00,139.00,138.00,134.00,75.00,133.00,18.00
107,SS 12,330+950,Masi,07/04/2005 0:00:00,3347.00,106.00,2592.00,38.00,133.00,124.00,129.00,59.00,147.00,19.00
107,SS 12,330+950,Masi,08/04/2005 0:00:00,3385.00,94.00,2587.00,33.00,143.00,149.00,150.00,65.00,143.00,21.00
107,SS 12,330+950,Masi,09/04/2005 0:00:00,3503.00,130.00,3079.00,55.00,85.00,63.00,22.00,21.00,31.00,17.00
107,SS 12,330+950,Masi,10/04/2005 0:00:00,3439.00,128.00,3187.00,12.00,58.00,30.00,2.00,5.00,12.00,5.00
107,SS 12,330+950,Masi,11/04/2005 0:00:00,3124.00,77.00,2404.00,35.00,117.00,178.00,132.00,57.00,105.00,19.00
107,SS 12,330+950,Masi,12/04/2005 0:00:00,3158.00,81.00,2372.00,26.00,164.00,147.00,128.00,66.00,154.00,20.00
107,SS 12,330+950,Masi,13/04/2005 0:00:00,3194.00,159.00,2376.00,49.00,125.00,138.00,114.00,69.00,139.00,25.00
107,SS 12,330+950,Masi,14/04/2005 0:00:00,3221.00,146.00,2432.00,36.00,131.00,128.00,109.00,68.00,153.00,18.00
107,SS 12,330+950,Masi,15/04/2005 0:00:00,3404.00,165.00,2588.00,42.00,136.00,149.00,121.00,45.00,137.00,21.00
107,SS 12,330+950,Masi,16/04/2005 0:00:00,3252.00,94.00,2903.00,22.00,98.00,58.00,21.00,11.00,30.00,15.00
107,SS 12,330+950,Masi,17/04/2005 0:00:00,3863.00,329.00,3409.00,15.00,56.00,28.00,4.00,2.00,6.00,14.00
107,SS 12,330+950,Masi,18/04/2005 0:00:00,3231.00,153.00,2416.00,44.00,120.00,153.00,127.00,61.00,138.00,19.00
107,SS 12,330+950,Masi,19/04/2005 0:00:00,3178.00,158.00,2367.00,23.00,159.00,145.00,121.00,48.00,135.00,22.00
107,SS 12,330+950,Masi,20/04/2005 0:00:00,3316.00,93.00,2527.00,34.00,151.00,137.00,154.00,65.00,133.00,22.00
107,SS 12,330+950,Masi,21/04/2005 0:00:00,3484.00,162.00,2570.00,36.00,182.00,158.00,153.00,61.00,142.00,20.00
107,SS 12,330+950,Masi,22/04/2005 0:00:00,3725.00,197.00,2754.00,52.00,155.00,143.00,198.00,53.00,159.00,14.00
107,SS 12,330+950,Masi,23/04/2005 0:00:00,4178.00,562.00,3237.00,47.00,123.00,95.00,31.00,22.00,43.00,18.00
107,SS 12,330+950,Masi,24/04/2005 0:00:00,3215.00,98.00,2988.00,12.00,60.00,33.00,4.00,1.00,13.00,6.00
107,SS 12,330+950,Masi,25/04/2005 0:00:00,3499.00,147.00,3174.00,21.00,98.00,29.00,8.00,5.00,12.00,5.00
107,SS 12,330+950,Masi,26/04/2005 0:00:00,3554.00,221.00,2508.00,57.00,159.00,135.00,205.00,79.00,172.00,18.00
107,SS 12,330+950,Masi,27/04/2005 0:00:00,3819.00,192.00,2759.00,53.00,156.00,147.00,192.00,102.00,193.00,25.00
107,SS 12,330+950,Masi,28/04/2005 0:00:00,3529.00,144.00,2547.00,53.00,138.00,165.00,212.00,76.00,169.00,25.00
107,SS 12,330+950,Masi,29/04/2005 0:00:00,3543.00,192.00,2613.00,49.00,130.00,150.00,195.00,66.00,117.00,31.00
107,SS 12,330+950,Masi,30/04/2005 0:00:00,4285.00,929.00,3046.00,41.00,106.00,56.00,36.00,13.00,40.00,18.00
107,SS 12,330+950,Masi,01/05/2005 0:00:00,5957.00,1903.00,3850.00,39.00,102.00,41.00,6.00,2.00,7.00,7.00
107,SS 12,330+950,Masi,02/05/2005 0:00:00,3179.00,170.00,2383.00,41.00,140.00,125.00,121.00,54.00,124.00,21.00
107,SS 12,330+950,Masi,03/05/2005 0:00:00,3314.00,155.00,2375.00,54.00,175.00,150.00,158.00,70.00,153.00,24.00
107,SS 12,330+950,Masi,04/05/2005 0:00:00,3621.00,193.00,2757.00,55.00,152.00,116.00,134.00,66.00,125.00,23.00
107,SS 12,330+950,Masi,05/05/2005 0:00:00,3414.00,165.00,2526.00,54.00,138.00,130.00,156.00,72.00,148.00,25.00
107,SS 12,330+950,Masi,06/05/2005 0:00:00,3620.00,238.00,2642.00,44.00,146.00,131.00,187.00,80.00,124.00,28.00
107,SS 12,330+950,Masi,07/05/2005 0:00:00,4297.00,660.00,3321.00,32.00,113.00,73.00,34.00,18.00,23.00,23.00
107,SS 12,330+950,Masi,08/05/2005 0:00:00,5193.00,1220.00,3802.00,19.00,105.00,23.00,3.00,3.00,9.00,9.00
107,SS 12,330+950,Masi,09/05/2005 0:00:00,3163.00,123.00,2427.00,51.00,145.00,109.00,111.00,52.00,124.00,21.00
107,SS 12,330+950,Masi,10/05/2005 0:00:00,3300.00,96.00,2535.00,46.00,157.00,141.00,111.00,64.00,130.00,20.00
107,SS 12,330+950,Masi,11/05/2005 0:00:00,3321.00,140.00,2496.00,45.00,137.00,120.00,133.00,64.00,162.00,24.00
107,SS 12,330+950,Masi,12/05/2005 0:00:00,3481.00,186.00,2610.00,76.00,137.00,145.00,104.00,70.00,132.00,21.00
107,SS 12,330+950,Masi,13/05/2005 0:00:00,3551.00,238.00,2696.00,50.00,146.00,110.00,97.00,61.00,131.00,22.00
107,SS 12,330+950,Masi,14/05/2005 0:00:00,3599.00,239.00,3008.00,42.00,120.00,85.00,30.00,18.00,41.00,16.00
107,SS 12,330+950,Masi,15/05/2005 0:00:00,4776.00,1143.00,3469.00,38.00,80.00,29.00,5.00,2.00,5.00,5.00
107,SS 12,330+950,Masi,16/05/2005 0:00:00,3401.00,195.00,2618.00,51.00,128.00,136.00,107.00,40.00,112.00,14.00
107,SS 12,330+950,Masi,17/05/2005 0:00:00,3355.00,135.00,2469.00,46.00,185.00,164.00,124.00,68.00,146.00,18.00
107,SS 12,330+950,Masi,18/05/2005 0:00:00,3708.00,127.00,2766.00,42.00,167.00,136.00,139.00,103.00,199.00,29.00
107,SS 12,330+950,Masi,19/05/2005 0:00:00,3858.00,253.00,2746.00,95.00,152.00,185.00,157.00,93.00,157.00,20.00
107,SS 12,330+950,Masi,20/05/2005 0:00:00,3656.00,390.00,2597.00,60.00,148.00,142.00,111.00,69.00,126.00,13.00
107,SS 12,330+950,Masi,21/05/2005 0:00:00,4251.00,857.00,3075.00,40.00,111.00,76.00,35.00,10.00,32.00,15.00
107,SS 12,330+950,Masi,22/05/2005 0:00:00,5461.00,1440.00,3801.00,42.00,123.00,36.00,4.00,7.00,3.00,5.00
107,SS 12,330+950,Masi,23/05/2005 0:00:00,3346.00,167.00,2430.00,65.00,142.00,227.00,118.00,60.00,123.00,14.00
107,SS 12,330+950,Masi,24/05/2005 0:00:00,3421.00,258.00,2387.00,45.00,181.00,241.00,99.00,77.00,117.00,16.00
107,SS 12,330+950,Masi,25/05/2005 0:00:00,3364.00,274.00,2412.00,57.00,143.00,139.00,105.00,74.00,141.00,19.00
107,SS 12,330+950,Masi,26/05/2005 0:00:00,3462.00,284.00,2499.00,67.00,144.00,117.00,142.00,56.00,137.00,16.00
107,SS 12,330+950,Masi,27/05/2005 0:00:00,3631.00,364.00,2608.00,61.00,164.00,146.00,96.00,62.00,109.00,21.00
107,SS 12,330+950,Masi,28/05/2005 0:00:00,4393.00,801.00,3273.00,36.00,105.00,84.00,33.00,23.00,25.00,13.00
107,SS 12,330+950,Masi,29/05/2005 0:00:00,5390.00,1632.00,3609.00,20.00,87.00,33.00,1.00,1.00,1.00,6.00
107,SS 12,330+950,Masi,30/05/2005 0:00:00,3140.00,211.00,2288.00,62.00,109.00,151.00,134.00,54.00,115.00,16.00
107,SS 12,330+950,Masi,31/05/2005 0:00:00,3282.00,195.00,2421.00,47.00,149.00,162.00,108.00,64.00,120.00,16.00
107,SS 12,330+950,Masi,01/06/2005 0:00:00,3681.00,169.00,2776.00,57.00,179.00,143.00,114.00,59.00,160.00,24.00
107,SS 12,330+950,Masi,02/06/2005 0:00:00,4791.00,1087.00,3496.00,51.00,90.00,47.00,5.00,2.00,7.00,6.00
107,SS 12,330+950,Masi,03/06/2005 0:00:00,3572.00,384.00,2567.00,62.00,127.00,165.00,82.00,47.00,116.00,22.00
107,SS 12,330+950,Masi,04/06/2005 0:00:00,3743.00,573.00,2872.00,45.00,100.00,76.00,23.00,12.00,24.00,18.00
107,SS 12,330+950,Masi,05/06/2005 0:00:00,4586.00,786.00,3571.00,29.00,147.00,39.00,4.00,3.00,1.00,6.00
107,SS 12,330+950,Masi,06/06/2005 0:00:00,3215.00,155.00,2401.00,52.00,131.00,146.00,121.00,59.00,129.00,21.00
107,SS 12,330+950,Masi,07/06/2005 0:00:00,3314.00,167.00,2459.00,45.00,150.00,127.00,129.00,64.00,152.00,21.00
107,SS 12,330+950,Masi,08/06/2005 0:00:00,3348.00,186.00,2507.00,46.00,137.00,155.00,117.00,53.00,128.00,19.00
107,SS 12,330+950,Masi,09/06/2005 0:00:00,3392.00,191.00,2509.00,54.00,130.00,146.00,123.00,61.00,159.00,19.00
107,SS 12,330+950,Masi,10/06/2005 0:00:00,3689.00,270.00,2753.00,56.00,139.00,151.00,121.00,60.00,121.00,18.00
107,SS 12,330+950,Masi,11/06/2005 0:00:00,4068.00,715.00,3031.00,49.00,110.00,67.00,30.00,13.00,37.00,16.00
107,SS 12,330+950,Masi,12/06/2005 0:00:00,4322.00,642.00,3539.00,17.00,83.00,27.00,1.00,3.00,3.00,7.00
107,SS 12,330+950,Masi,13/06/2005 0:00:00,3238.00,197.00,2378.00,44.00,130.00,171.00,114.00,52.00,135.00,17.00
107,SS 12,330+950,Masi,14/06/2005 0:00:00,3255.00,105.00,2471.00,39.00,146.00,157.00,141.00,50.00,127.00,19.00
107,SS 12,330+950,Masi,15/06/2005 0:00:00,3385.00,213.00,2474.00,35.00,172.00,169.00,101.00,55.00,154.00,12.00
107,SS 12,330+950,Masi,16/06/2005 0:00:00,3372.00,216.00,2496.00,72.00,123.00,175.00,110.00,61.00,101.00,18.00
107,SS 12,330+950,Masi,17/06/2005 0:00:00,3477.00,262.00,2569.00,49.00,133.00,129.00,116.00,59.00,142.00,18.00
107,SS 12,330+950,Masi,18/06/2005 0:00:00,4282.00,768.00,3167.00,58.00,123.00,81.00,26.00,11.00,28.00,20.00
107,SS 12,330+950,Masi,19/06/2005 0:00:00,5471.00,1475.00,3825.00,25.00,92.00,39.00,6.00,1.00,3.00,5.00
107,SS 12,330+950,Masi,20/06/2005 0:00:00,3188.00,233.00,2343.00,47.00,108.00,157.00,112.00,51.00,119.00,18.00
107,SS 12,330+950,Masi,21/06/2005 0:00:00,3256.00,230.00,2418.00,49.00,132.00,149.00,100.00,48.00,113.00,17.00
107,SS 12,330+950,Masi,22/06/2005 0:00:00,763.00,37.00,548.00,9.00,41.00,39.00,26.00,14.00,45.00,4.00
107,SS 12,330+950,Masi,22/06/2005 0:00:00,2506.00,215.00,1849.00,29.00,79.00,112.00,66.00,38.00,103.00,15.00
107,SS 12,330+950,Masi,23/06/2005 0:00:00,3367.00,231.00,2491.00,61.00,130.00,129.00,103.00,92.00,111.00,19.00
107,SS 12,330+950,Masi,24/06/2005 0:00:00,3413.00,232.00,2557.00,49.00,137.00,155.00,101.00,59.00,105.00,18.00
107,SS 12,330+950,Masi,25/06/2005 0:00:00,3676.00,517.00,2835.00,48.00,118.00,67.00,28.00,19.00,32.00,12.00
107,SS 12,330+950,Masi,26/06/2005 0:00:00,5579.00,1451.00,3955.00,29.00,75.00,50.00,5.00,1.00,7.00,6.00
107,SS 12,330+950,Masi,27/06/2005 0:00:00,3239.00,241.00,2406.00,79.00,123.00,107.00,106.00,45.00,109.00,23.00
107,SS 12,330+950,Masi,28/06/2005 0:00:00,3163.00,202.00,2308.00,39.00,161.00,127.00,100.00,65.00,138.00,23.00
107,SS 12,330+950,Masi,29/06/2005 0:00:00,3252.00,217.00,2401.00,49.00,134.00,126.00,114.00,45.00,147.00,19.00
107,SS 12,330+950,Masi,30/06/2005 0:00:00,3545.00,270.00,2577.00,51.00,159.00,137.00,118.00,63.00,150.00,20.00
107,SS 12,330+950,Masi,01/07/2005 0:00:00,3576.00,189.00,2749.00,50.00,146.00,130.00,124.00,45.00,117.00,26.00
107,SS 12,330+950,Masi,02/07/2005 0:00:00,4845.00,936.00,3583.00,53.00,127.00,71.00,11.00,12.00,30.00,22.00
107,SS 12,330+950,Masi,03/07/2005 0:00:00,6114.00,1889.00,4015.00,31.00,97.00,60.00,4.00,2.00,8.00,8.00
107,SS 12,330+950,Masi,04/07/2005 0:00:00,3298.00,241.00,2410.00,51.00,130.00,157.00,103.00,77.00,108.00,21.00
107,SS 12,330+950,Masi,05/07/2005 0:00:00,3222.00,123.00,2466.00,36.00,154.00,139.00,108.00,60.00,120.00,16.00
107,SS 12,330+950,Masi,06/07/2005 0:00:00,3303.00,217.00,2470.00,53.00,133.00,139.00,103.00,65.00,111.00,12.00
107,SS 12,330+950,Masi,07/07/2005 0:00:00,3227.00,147.00,2471.00,39.00,145.00,128.00,111.00,56.00,111.00,19.00
107,SS 12,330+950,Masi,08/07/2005 0:00:00,3386.00,237.00,2514.00,53.00,130.00,174.00,88.00,58.00,116.00,16.00
107,SS 12,330+950,Masi,09/07/2005 0:00:00,4104.00,310.00,3546.00,41.00,109.00,62.00,8.00,6.00,11.00,11.00
107,SS 12,330+950,Masi,10/07/2005 0:00:00,4918.00,871.00,3866.00,30.00,88.00,44.00,2.00,4.00,5.00,8.00
107,SS 12,330+950,Masi,11/07/2005 0:00:00,1181.00,55.00,877.00,18.00,45.00,57.00,40.00,33.00,48.00,8.00
107,SS 12,330+950,Masi,11/07/2005 0:00:00,1988.00,121.00,1528.00,35.00,63.00,68.00,58.00,38.00,67.00,10.00
107,SS 12,330+950,Masi,12/07/2005 0:00:00,3210.00,189.00,2406.00,52.00,135.00,172.00,86.00,50.00,101.00,19.00
107,SS 12,330+950,Masi,13/07/2005 0:00:00,3419.00,252.00,2532.00,54.00,121.00,176.00,98.00,55.00,110.00,21.00
107,SS 12,330+950,Masi,14/07/2005 0:00:00,3429.00,239.00,2517.00,55.00,154.00,127.00,138.00,51.00,130.00,18.00
107,SS 12,330+950,Masi,15/07/2005 0:00:00,3906.00,320.00,2943.00,45.00,156.00,167.00,97.00,49.00,118.00,11.00
107,SS 12,330+950,Masi,16/07/2005 0:00:00,6036.00,835.00,4824.00,54.00,160.00,74.00,15.00,19.00,27.00,28.00
107,SS 12,330+950,Masi,17/07/2005 0:00:00,7592.00,1943.00,5429.00,23.00,123.00,53.00,7.00,1.00,7.00,6.00
107,SS 12,330+950,Masi,18/07/2005 0:00:00,3401.00,212.00,2567.00,61.00,142.00,139.00,104.00,57.00,104.00,15.00
107,SS 12,330+950,Masi,19/07/2005 0:00:00,3392.00,199.00,2561.00,63.00,138.00,163.00,93.00,51.00,106.00,18.00
107,SS 12,330+950,Masi,20/07/2005 0:00:00,3554.00,284.00,2614.00,60.00,134.00,144.00,118.00,68.00,116.00,16.00
107,SS 12,330+950,Masi,21/07/2005 0:00:00,3478.00,227.00,2637.00,47.00,141.00,135.00,110.00,42.00,120.00,19.00
107,SS 12,330+950,Masi,22/07/2005 0:00:00,3848.00,284.00,2925.00,66.00,147.00,132.00,111.00,47.00,124.00,12.00
107,SS 12,330+950,Masi,23/07/2005 0:00:00,5206.00,730.00,4155.00,45.00,162.00,59.00,14.00,7.00,17.00,17.00
107,SS 12,330+950,Masi,24/07/2005 0:00:00,6411.00,1285.00,4887.00,29.00,126.00,54.00,9.00,5.00,11.00,5.00
107,SS 12,330+950,Masi,25/07/2005 0:00:00,3334.00,218.00,2535.00,57.00,120.00,128.00,104.00,45.00,111.00,16.00
107,SS 12,330+950,Masi,26/07/2005 0:00:00,3661.00,242.00,2743.00,66.00,151.00,140.00,114.00,66.00,119.00,20.00
107,SS 12,330+950,Masi,27/07/2005 0:00:00,3516.00,269.00,2600.00,54.00,168.00,122.00,109.00,52.00,123.00,19.00
107,SS 12,330+950,Masi,28/07/2005 0:00:00,3602.00,238.00,2727.00,49.00,158.00,154.00,107.00,53.00,100.00,16.00
107,SS 12,330+950,Masi,29/07/2005 0:00:00,3931.00,317.00,2950.00,49.00,181.00,135.00,105.00,58.00,119.00,17.00
107,SS 12,330+950,Masi,30/07/2005 0:00:00,7032.00,778.00,5780.00,74.00,176.00,107.00,22.00,27.00,48.00,20.00
107,SS 12,330+950,Masi,31/07/2005 0:00:00,6776.00,1585.00,4974.00,39.00,110.00,43.00,7.00,5.00,7.00,6.00
107,SS 12,330+950,Masi,01/08/2005 0:00:00,3677.00,301.00,2657.00,57.00,155.00,168.00,114.00,85.00,118.00,22.00
107,SS 12,330+950,Masi,02/08/2005 0:00:00,3617.00,212.00,2732.00,50.00,144.00,175.00,122.00,48.00,116.00,18.00
107,SS 12,330+950,Masi,03/08/2005 0:00:00,3708.00,207.00,2806.00,60.00,153.00,157.00,139.00,71.00,99.00,16.00
107,SS 12,330+950,Masi,04/08/2005 0:00:00,3715.00,285.00,2759.00,58.00,169.00,136.00,127.00,59.00,104.00,18.00
107,SS 12,330+950,Masi,05/08/2005 0:00:00,4084.00,343.00,3084.00,57.00,151.00,129.00,146.00,45.00,107.00,22.00
107,SS 12,330+950,Masi,06/08/2005 0:00:00,9415.00,892.00,7892.00,99.00,269.00,89.00,29.00,52.00,58.00,35.00
107,SS 12,330+950,Masi,07/08/2005 0:00:00,5864.00,610.00,5012.00,40.00,131.00,43.00,8.00,4.00,10.00,6.00
107,SS 12,330+950,Masi,08/08/2005 0:00:00,3689.00,390.00,2721.00,60.00,134.00,104.00,109.00,46.00,109.00,16.00
107,SS 12,330+950,Masi,09/08/2005 0:00:00,3827.00,468.00,2779.00,61.00,134.00,151.00,86.00,44.00,85.00,19.00
107,SS 12,330+950,Masi,10/08/2005 0:00:00,4007.00,497.00,3024.00,51.00,140.00,93.00,65.00,29.00,89.00,19.00
107,SS 12,330+950,Masi,11/08/2005 0:00:00,3667.00,218.00,2918.00,47.00,136.00,147.00,75.00,40.00,67.00,19.00
107,SS 12,330+950,Masi,12/08/2005 0:00:00,3771.00,360.00,2980.00,36.00,149.00,100.00,39.00,33.00,56.00,18.00
107,SS 12,330+950,Masi,13/08/2005 0:00:00,8217.00,753.00,6960.00,71.00,208.00,92.00,28.00,45.00,38.00,22.00
107,SS 12,330+950,Masi,14/08/2005 0:00:00,6959.00,583.00,6120.00,46.00,125.00,45.00,5.00,9.00,18.00,8.00
107,SS 12,330+950,Masi,15/08/2005 0:00:00,5409.00,883.00,4326.00,36.00,106.00,46.00,5.00,0.00,5.00,2.00
107,SS 12,330+950,Masi,16/08/2005 0:00:00,4059.00,415.00,3276.00,52.00,130.00,72.00,21.00,25.00,54.00,14.00
107,SS 12,330+950,Masi,17/08/2005 0:00:00,1098.00,117.00,851.00,17.00,38.00,28.00,13.00,11.00,18.00,5.00
107,SS 12,330+950,Masi,17/08/2005 0:00:00,3164.00,496.00,2410.00,30.00,90.00,59.00,9.00,19.00,40.00,11.00
107,SS 12,330+950,Masi,18/08/2005 0:00:00,4311.00,581.00,3317.00,57.00,123.00,102.00,47.00,20.00,48.00,16.00
107,SS 12,330+950,Masi,19/08/2005 0:00:00,4152.00,578.00,3172.00,47.00,117.00,109.00,46.00,20.00,46.00,17.00
107,SS 12,330+950,Masi,20/08/2005 0:00:00,7550.00,455.00,6586.00,67.00,206.00,92.00,20.00,37.00,58.00,29.00
107,SS 12,330+950,Masi,21/08/2005 0:00:00,5088.00,258.00,4588.00,27.00,130.00,56.00,4.00,9.00,5.00,11.00
107,SS 12,330+950,Masi,22/08/2005 0:00:00,3399.00,137.00,2765.00,44.00,145.00,98.00,84.00,28.00,82.00,16.00
107,SS 12,330+950,Masi,23/08/2005 0:00:00,3177.00,142.00,2548.00,53.00,136.00,83.00,77.00,39.00,85.00,14.00
107,SS 12,330+950,Masi,24/08/2005 0:00:00,3526.00,361.00,2660.00,39.00,119.00,117.00,79.00,46.00,91.00,14.00
107,SS 12,330+950,Masi,25/08/2005 0:00:00,3729.00,314.00,2861.00,50.00,125.00,136.00,91.00,42.00,98.00,12.00
107,SS 12,330+950,Masi,26/08/2005 0:00:00,3766.00,281.00,2939.00,52.00,125.00,149.00,88.00,40.00,80.00,12.00
107,SS 12,330+950,Masi,27/08/2005 0:00:00,4969.00,499.00,4194.00,21.00,138.00,62.00,13.00,5.00,21.00,16.00
107,SS 12,330+950,Masi,28/08/2005 0:00:00,4792.00,382.00,4250.00,30.00,80.00,30.00,5.00,1.00,8.00,6.00
107,SS 12,330+950,Masi,29/08/2005 0:00:00,3438.00,224.00,2607.00,44.00,139.00,128.00,84.00,58.00,133.00,21.00
107,SS 12,330+950,Masi,30/08/2005 0:00:00,3605.00,250.00,2727.00,45.00,158.00,128.00,84.00,65.00,131.00,17.00
107,SS 12,330+950,Masi,31/08/2005 0:00:00,3590.00,223.00,2777.00,56.00,137.00,132.00,90.00,40.00,109.00,26.00
107,SS 12,330+950,Masi,01/09/2005 0:00:00,3531.00,232.00,2680.00,41.00,133.00,132.00,122.00,47.00,127.00,17.00
107,SS 12,330+950,Masi,02/09/2005 0:00:00,3648.00,298.00,2739.00,68.00,134.00,128.00,108.00,44.00,107.00,22.00
107,SS 12,330+950,Masi,03/09/2005 0:00:00,4786.00,710.00,3753.00,55.00,129.00,75.00,10.00,11.00,25.00,18.00
107,SS 12,330+950,Masi,04/09/2005 0:00:00,5337.00,1169.00,4001.00,20.00,85.00,38.00,6.00,2.00,8.00,8.00
107,SS 12,330+950,Masi,05/09/2005 0:00:00,3505.00,203.00,2688.00,74.00,124.00,125.00,103.00,67.00,101.00,20.00
107,SS 12,330+950,Masi,06/09/2005 0:00:00,3599.00,193.00,2684.00,111.00,179.00,141.00,94.00,50.00,130.00,17.00
107,SS 12,330+950,Masi,07/09/2005 0:00:00,3966.00,186.00,2989.00,112.00,161.00,147.00,126.00,62.00,162.00,21.00
107,SS 12,330+950,Masi,08/09/2005 0:00:00,3823.00,178.00,2819.00,119.00,173.00,178.00,131.00,54.00,145.00,26.00
107,SS 12,330+950,Masi,09/09/2005 0:00:00,3677.00,116.00,2901.00,60.00,163.00,139.00,108.00,57.00,113.00,20.00
107,SS 12,330+950,Masi,10/09/2005 0:00:00,4433.00,575.00,3484.00,92.00,107.00,78.00,18.00,18.00,46.00,15.00
107,SS 12,330+950,Masi,11/09/2005 0:00:00,4440.00,625.00,3639.00,32.00,94.00,28.00,6.00,1.00,10.00,5.00
107,SS 12,330+950,Masi,12/09/2005 0:00:00,3442.00,142.00,2587.00,92.00,149.00,176.00,116.00,44.00,114.00,22.00
107,SS 12,330+950,Masi,13/09/2005 0:00:00,3651.00,180.00,2747.00,80.00,140.00,162.00,135.00,52.00,129.00,26.00
107,SS 12,330+950,Masi,14/09/2005 0:00:00,3818.00,242.00,2848.00,60.00,146.00,207.00,104.00,56.00,135.00,20.00
107,SS 12,330+950,Masi,15/09/2005 0:00:00,3842.00,271.00,2799.00,73.00,175.00,171.00,119.00,57.00,154.00,23.00
107,SS 12,330+950,Masi,16/09/2005 0:00:00,3928.00,224.00,3017.00,87.00,154.00,127.00,136.00,50.00,111.00,22.00
107,SS 12,330+950,Masi,17/09/2005 0:00:00,3678.00,218.00,3082.00,44.00,115.00,96.00,33.00,15.00,58.00,17.00
107,SS 12,330+950,Masi,18/09/2005 0:00:00,3749.00,144.00,3456.00,22.00,90.00,25.00,0.00,2.00,3.00,7.00
107,SS 12,330+950,Masi,19/09/2005 0:00:00,3222.00,95.00,2433.00,39.00,148.00,145.00,134.00,63.00,147.00,18.00
107,SS 12,330+950,Masi,20/09/2005 0:00:00,3450.00,148.00,2598.00,78.00,143.00,157.00,122.00,49.00,130.00,25.00
107,SS 12,330+950,Masi,21/09/2005 0:00:00,3489.00,160.00,2641.00,81.00,147.00,164.00,97.00,58.00,125.00,16.00
107,SS 12,330+950,Masi,22/09/2005 0:00:00,3542.00,161.00,2613.00,50.00,155.00,185.00,119.00,73.00,165.00,21.00
107,SS 12,330+950,Masi,23/09/2005 0:00:00,3756.00,220.00,2779.00,49.00,153.00,153.00,127.00,85.00,167.00,23.00
107,SS 12,330+950,Masi,24/09/2005 0:00:00,4330.00,801.00,3143.00,46.00,101.00,82.00,43.00,27.00,69.00,18.00
107,SS 12,330+950,Masi,25/09/2005 0:00:00,5292.00,1318.00,3788.00,18.00,99.00,43.00,9.00,2.00,6.00,9.00
107,SS 12,330+950,Masi,26/09/2005 0:00:00,3332.00,181.00,2438.00,75.00,135.00,189.00,127.00,45.00,123.00,19.00
107,SS 12,330+950,Masi,27/09/2005 0:00:00,3374.00,142.00,2468.00,65.00,172.00,158.00,135.00,59.00,150.00,25.00
107,SS 12,330+950,Masi,28/09/2005 0:00:00,3421.00,150.00,2522.00,57.00,175.00,147.00,137.00,60.00,149.00,24.00
107,SS 12,330+950,Masi,29/09/2005 0:00:00,3650.00,96.00,2790.00,46.00,161.00,149.00,168.00,59.00,160.00,21.00
107,SS 12,330+950,Masi,30/09/2005 0:00:00,3771.00,218.00,2803.00,64.00,152.00,131.00,160.00,76.00,143.00,24.00
107,SS 12,330+950,Masi,01/10/2005 0:00:00,4091.00,533.00,3167.00,45.00,115.00,74.00,46.00,29.00,64.00,18.00
107,SS 12,330+950,Masi,02/10/2005 0:00:00,3581.00,144.00,3267.00,16.00,101.00,28.00,8.00,5.00,5.00,7.00
107,SS 12,330+950,Masi,03/10/2005 0:00:00,3005.00,77.00,2255.00,32.00,146.00,133.00,128.00,63.00,150.00,21.00
107,SS 12,330+950,Masi,04/10/2005 0:00:00,3166.00,91.00,2380.00,48.00,174.00,160.00,132.00,58.00,100.00,23.00
107,SS 12,330+950,Masi,05/10/2005 0:00:00,3072.00,82.00,2348.00,23.00,139.00,173.00,111.00,55.00,115.00,26.00
107,SS 12,330+950,Masi,06/10/2005 0:00:00,3194.00,78.00,2510.00,13.00,141.00,161.00,117.00,49.00,106.00,19.00
107,SS 12,330+950,Masi,07/10/2005 0:00:00,3401.00,93.00,2602.00,20.00,141.00,174.00,148.00,69.00,122.00,32.00
107,SS 12,330+950,Masi,08/10/2005 0:00:00,3367.00,137.00,2950.00,25.00,95.00,61.00,24.00,26.00,28.00,21.00
107,SS 12,330+950,Masi,09/10/2005 0:00:00,4717.00,915.00,3679.00,8.00,73.00,28.00,1.00,1.00,4.00,8.00
107,SS 12,330+950,Masi,10/10/2005 0:00:00,3146.00,135.00,2361.00,24.00,135.00,194.00,117.00,67.00,94.00,19.00
107,SS 12,330+950,Masi,11/10/2005 0:00:00,3263.00,125.00,2437.00,45.00,136.00,183.00,110.00,74.00,129.00,24.00
107,SS 12,330+950,Masi,12/10/2005 0:00:00,3301.00,126.00,2557.00,47.00,121.00,148.00,94.00,53.00,133.00,22.00
107,SS 12,330+950,Masi,13/10/2005 0:00:00,3402.00,133.00,2605.00,36.00,140.00,138.00,128.00,54.00,146.00,22.00
107,SS 12,330+950,Masi,14/10/2005 0:00:00,3426.00,135.00,2611.00,41.00,142.00,169.00,101.00,68.00,135.00,24.00
107,SS 12,330+950,Masi,15/10/2005 0:00:00,4153.00,505.00,3255.00,57.00,116.00,92.00,43.00,19.00,51.00,15.00
107,SS 12,330+950,Masi,16/10/2005 0:00:00,4859.00,806.00,3909.00,19.00,80.00,23.00,5.00,4.00,6.00,7.00
107,SS 12,330+950,Masi,17/10/2005 0:00:00,3183.00,106.00,2451.00,34.00,141.00,158.00,111.00,61.00,100.00,21.00
