Codice Punto,strada,km,localita,Data,Totale,Motocicli,Autovetture e monovolumi,Autovetture e monovolumi con rimorchio,Furgoni,Autocarro medio (fino a 8_7 m),Autocarro grande (da 8_7 m),Autocarro con rimorchio,Trattore con semirimorchio,Autobus
118,SS 46,46+600,Pian delle Fugazze,22/07/2005 0:00:00,910.00,126.00,702.00,7.00,44.00,16.00,8.00,2.00,3.00,2.00
118,SS 46,46+600,Pian delle Fugazze,23/07/2005 0:00:00,1683.00,517.00,1105.00,6.00,41.00,9.00,2.00,2.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,24/07/2005 0:00:00,2444.00,783.00,1600.00,7.00,44.00,7.00,1.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,25/07/2005 0:00:00,724.00,104.00,564.00,5.00,33.00,10.00,5.00,1.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,26/07/2005 0:00:00,753.00,112.00,584.00,3.00,34.00,15.00,2.00,0.00,3.00,0.00
118,SS 46,46+600,Pian delle Fugazze,27/07/2005 0:00:00,802.00,140.00,592.00,8.00,43.00,12.00,2.00,0.00,3.00,2.00
118,SS 46,46+600,Pian delle Fugazze,28/07/2005 0:00:00,834.00,153.00,612.00,7.00,39.00,16.00,2.00,2.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,29/07/2005 0:00:00,974.00,132.00,737.00,19.00,56.00,14.00,4.00,4.00,7.00,1.00
118,SS 46,46+600,Pian delle Fugazze,30/07/2005 0:00:00,1655.00,504.00,1108.00,5.00,26.00,6.00,3.00,1.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,31/07/2005 0:00:00,2824.00,910.00,1851.00,9.00,44.00,7.00,0.00,0.00,0.00,3.00
118,SS 46,46+600,Pian delle Fugazze,01/08/2005 0:00:00,932.00,180.00,681.00,9.00,42.00,9.00,7.00,1.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,02/08/2005 0:00:00,790.00,75.00,649.00,7.00,34.00,16.00,4.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,03/08/2005 0:00:00,742.00,68.00,605.00,4.00,37.00,14.00,7.00,3.00,2.00,2.00
118,SS 46,46+600,Pian delle Fugazze,04/08/2005 0:00:00,1014.00,194.00,740.00,9.00,46.00,19.00,1.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,05/08/2005 0:00:00,1188.00,308.00,819.00,11.00,34.00,12.00,2.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,06/08/2005 0:00:00,1799.00,513.00,1230.00,10.00,34.00,7.00,2.00,0.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,07/08/2005 0:00:00,1395.00,134.00,1202.00,8.00,39.00,11.00,1.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,08/08/2005 0:00:00,217.00,21.00,173.00,2.00,10.00,8.00,3.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,08/08/2005 0:00:00,905.00,245.00,625.00,4.00,20.00,6.00,4.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,09/08/2005 0:00:00,1211.00,278.00,864.00,7.00,32.00,22.00,6.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,10/08/2005 0:00:00,1351.00,334.00,948.00,16.00,32.00,14.00,2.00,0.00,4.00,1.00
118,SS 46,46+600,Pian delle Fugazze,11/08/2005 0:00:00,949.00,118.00,770.00,5.00,35.00,14.00,1.00,1.00,2.00,3.00
118,SS 46,46+600,Pian delle Fugazze,12/08/2005 0:00:00,1151.00,183.00,903.00,3.00,43.00,14.00,1.00,1.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,13/08/2005 0:00:00,1874.00,487.00,1336.00,10.00,33.00,5.00,1.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,14/08/2005 0:00:00,1794.00,313.00,1435.00,4.00,39.00,3.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,15/08/2005 0:00:00,2268.00,518.00,1706.00,8.00,33.00,3.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,16/08/2005 0:00:00,1331.00,287.00,993.00,3.00,35.00,9.00,2.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,17/08/2005 0:00:00,1919.00,539.00,1310.00,9.00,37.00,15.00,5.00,0.00,0.00,4.00
118,SS 46,46+600,Pian delle Fugazze,18/08/2005 0:00:00,1779.00,454.00,1267.00,4.00,34.00,14.00,4.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,19/08/2005 0:00:00,1590.00,344.00,1172.00,11.00,42.00,15.00,2.00,0.00,1.00,3.00
118,SS 46,46+600,Pian delle Fugazze,20/08/2005 0:00:00,1234.00,76.00,1103.00,7.00,38.00,7.00,1.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,21/08/2005 0:00:00,959.00,43.00,873.00,5.00,33.00,5.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,22/08/2005 0:00:00,699.00,36.00,591.00,6.00,42.00,11.00,7.00,2.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,23/08/2005 0:00:00,694.00,92.00,536.00,18.00,23.00,15.00,3.00,2.00,4.00,1.00
118,SS 46,46+600,Pian delle Fugazze,24/08/2005 0:00:00,1028.00,217.00,745.00,7.00,40.00,11.00,4.00,1.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,25/08/2005 0:00:00,1064.00,186.00,800.00,5.00,40.00,21.00,7.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,26/08/2005 0:00:00,942.00,162.00,715.00,7.00,39.00,11.00,6.00,1.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,27/08/2005 0:00:00,1291.00,258.00,977.00,5.00,37.00,9.00,3.00,1.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,28/08/2005 0:00:00,1172.00,132.00,984.00,6.00,39.00,6.00,2.00,1.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,29/08/2005 0:00:00,758.00,125.00,566.00,5.00,38.00,16.00,4.00,3.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,30/08/2005 0:00:00,835.00,169.00,595.00,9.00,28.00,19.00,12.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,31/08/2005 0:00:00,791.00,126.00,608.00,5.00,32.00,13.00,4.00,0.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,01/09/2005 0:00:00,768.00,146.00,563.00,3.00,34.00,11.00,5.00,1.00,3.00,2.00
118,SS 46,46+600,Pian delle Fugazze,02/09/2005 0:00:00,859.00,169.00,620.00,8.00,39.00,13.00,5.00,1.00,2.00,2.00
118,SS 46,46+600,Pian delle Fugazze,03/09/2005 0:00:00,1396.00,452.00,903.00,7.00,28.00,2.00,2.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,04/09/2005 0:00:00,2442.00,900.00,1486.00,8.00,36.00,7.00,2.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,05/09/2005 0:00:00,730.00,112.00,542.00,4.00,34.00,22.00,12.00,2.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,06/09/2005 0:00:00,874.00,149.00,645.00,8.00,45.00,17.00,2.00,0.00,6.00,2.00
118,SS 46,46+600,Pian delle Fugazze,07/09/2005 0:00:00,764.00,154.00,542.00,2.00,32.00,21.00,8.00,0.00,3.00,2.00
118,SS 46,46+600,Pian delle Fugazze,08/09/2005 0:00:00,1275.00,228.00,977.00,9.00,38.00,9.00,8.00,0.00,3.00,3.00
118,SS 46,46+600,Pian delle Fugazze,09/09/2005 0:00:00,794.00,49.00,652.00,12.00,47.00,23.00,7.00,2.00,2.00,0.00
118,SS 46,46+600,Pian delle Fugazze,10/09/2005 0:00:00,1317.00,346.00,930.00,7.00,23.00,4.00,4.00,0.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,11/09/2005 0:00:00,1424.00,346.00,1033.00,4.00,31.00,3.00,0.00,0.00,0.00,7.00
118,SS 46,46+600,Pian delle Fugazze,12/09/2005 0:00:00,583.00,66.00,447.00,8.00,27.00,22.00,1.00,4.00,7.00,1.00
118,SS 46,46+600,Pian delle Fugazze,13/09/2005 0:00:00,623.00,84.00,491.00,1.00,28.00,11.00,1.00,1.00,5.00,1.00
118,SS 46,46+600,Pian delle Fugazze,14/09/2005 0:00:00,851.00,142.00,622.00,6.00,47.00,27.00,3.00,1.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,15/09/2005 0:00:00,755.00,153.00,544.00,0.00,30.00,17.00,5.00,1.00,2.00,3.00
118,SS 46,46+600,Pian delle Fugazze,16/09/2005 0:00:00,836.00,135.00,627.00,7.00,33.00,23.00,7.00,0.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,17/09/2005 0:00:00,762.00,100.00,608.00,7.00,35.00,6.00,1.00,0.00,0.00,5.00
118,SS 46,46+600,Pian delle Fugazze,18/09/2005 0:00:00,804.00,50.00,715.00,4.00,27.00,8.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,19/09/2005 0:00:00,571.00,33.00,454.00,7.00,44.00,15.00,10.00,4.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,20/09/2005 0:00:00,528.00,43.00,430.00,2.00,26.00,16.00,9.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,21/09/2005 0:00:00,388.00,54.00,307.00,0.00,15.00,5.00,3.00,0.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,21/09/2005 0:00:00,247.00,28.00,187.00,5.00,10.00,12.00,3.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,22/09/2005 0:00:00,708.00,141.00,494.00,5.00,33.00,18.00,9.00,2.00,4.00,2.00
118,SS 46,46+600,Pian delle Fugazze,23/09/2005 0:00:00,664.00,77.00,523.00,5.00,36.00,18.00,3.00,1.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,24/09/2005 0:00:00,1624.00,750.00,839.00,5.00,20.00,5.00,1.00,1.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,25/09/2005 0:00:00,2120.00,836.00,1247.00,6.00,27.00,3.00,0.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,26/09/2005 0:00:00,544.00,59.00,425.00,1.00,25.00,22.00,5.00,0.00,6.00,1.00
118,SS 46,46+600,Pian delle Fugazze,27/09/2005 0:00:00,572.00,51.00,465.00,2.00,28.00,17.00,1.00,0.00,6.00,2.00
118,SS 46,46+600,Pian delle Fugazze,28/09/2005 0:00:00,655.00,65.00,514.00,6.00,41.00,18.00,9.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,29/09/2005 0:00:00,627.00,46.00,496.00,6.00,56.00,16.00,5.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,30/09/2005 0:00:00,822.00,114.00,635.00,8.00,43.00,16.00,3.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,01/10/2005 0:00:00,1343.00,488.00,808.00,7.00,24.00,6.00,4.00,2.00,1.00,3.00
118,SS 46,46+600,Pian delle Fugazze,02/10/2005 0:00:00,826.00,46.00,713.00,11.00,41.00,3.00,5.00,0.00,0.00,7.00
118,SS 46,46+600,Pian delle Fugazze,03/10/2005 0:00:00,458.00,21.00,374.00,1.00,32.00,15.00,13.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,04/10/2005 0:00:00,418.00,17.00,322.00,15.00,34.00,19.00,7.00,1.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,05/10/2005 0:00:00,387.00,12.00,329.00,6.00,19.00,14.00,6.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,06/10/2005 0:00:00,444.00,23.00,344.00,7.00,43.00,19.00,7.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,07/10/2005 0:00:00,535.00,19.00,440.00,2.00,37.00,27.00,4.00,0.00,5.00,1.00
118,SS 46,46+600,Pian delle Fugazze,08/10/2005 0:00:00,668.00,58.00,568.00,8.00,23.00,9.00,1.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,09/10/2005 0:00:00,1660.00,596.00,1030.00,5.00,18.00,8.00,3.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,10/10/2005 0:00:00,526.00,52.00,416.00,6.00,31.00,10.00,6.00,2.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,11/10/2005 0:00:00,509.00,51.00,403.00,3.00,27.00,17.00,3.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,12/10/2005 0:00:00,583.00,33.00,493.00,12.00,22.00,16.00,2.00,0.00,4.00,1.00
118,SS 46,46+600,Pian delle Fugazze,13/10/2005 0:00:00,535.00,31.00,445.00,4.00,35.00,13.00,6.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,14/10/2005 0:00:00,626.00,45.00,512.00,4.00,37.00,18.00,5.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,15/10/2005 0:00:00,1127.00,320.00,761.00,10.00,20.00,6.00,6.00,1.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,16/10/2005 0:00:00,690.00,114.00,548.00,4.00,18.00,6.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,17/10/2005 0:00:00,156.00,4.00,126.00,2.00,14.00,6.00,0.00,0.00,4.00,0.00
118,SS 46,46+600,Pian delle Fugazze,18/10/2005 0:00:00,28.00,2.00,20.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,19/10/2005 0:00:00,15.00,3.00,10.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,20/10/2005 0:00:00,26.00,1.00,19.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,21/10/2005 0:00:00,36.00,2.00,23.00,2.00,3.00,5.00,1.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,22/10/2005 0:00:00,34.00,7.00,26.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,23/10/2005 0:00:00,47.00,4.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,24/10/2005 0:00:00,27.00,1.00,18.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,25/10/2005 0:00:00,16.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,26/10/2005 0:00:00,26.00,3.00,14.00,0.00,6.00,2.00,1.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,27/10/2005 0:00:00,25.00,0.00,19.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,28/10/2005 0:00:00,288.00,17.00,244.00,0.00,12.00,8.00,0.00,0.00,7.00,0.00
118,SS 46,46+600,Pian delle Fugazze,29/10/2005 0:00:00,987.00,220.00,725.00,3.00,29.00,8.00,1.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,30/10/2005 0:00:00,1637.00,293.00,1294.00,7.00,38.00,5.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,31/10/2005 0:00:00,936.00,68.00,794.00,3.00,50.00,16.00,1.00,2.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,01/11/2005 0:00:00,779.00,54.00,696.00,2.00,26.00,1.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,02/11/2005 0:00:00,439.00,12.00,389.00,3.00,13.00,13.00,2.00,0.00,6.00,1.00
118,SS 46,46+600,Pian delle Fugazze,03/11/2005 0:00:00,458.00,20.00,373.00,3.00,35.00,17.00,9.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,04/11/2005 0:00:00,470.00,19.00,388.00,5.00,35.00,10.00,7.00,2.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,05/11/2005 0:00:00,552.00,14.00,520.00,4.00,6.00,3.00,1.00,2.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,06/11/2005 0:00:00,613.00,19.00,574.00,0.00,15.00,0.00,1.00,0.00,0.00,4.00
118,SS 46,46+600,Pian delle Fugazze,07/11/2005 0:00:00,377.00,12.00,311.00,6.00,27.00,13.00,3.00,1.00,3.00,1.00
118,SS 46,46+600,Pian delle Fugazze,08/11/2005 0:00:00,460.00,22.00,385.00,1.00,18.00,24.00,6.00,1.00,3.00,0.00
118,SS 46,46+600,Pian delle Fugazze,09/11/2005 0:00:00,515.00,21.00,442.00,6.00,27.00,11.00,5.00,1.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,10/11/2005 0:00:00,484.00,13.00,404.00,3.00,33.00,15.00,5.00,1.00,8.00,2.00
118,SS 46,46+600,Pian delle Fugazze,11/11/2005 0:00:00,538.00,27.00,448.00,5.00,34.00,15.00,6.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,12/11/2005 0:00:00,842.00,128.00,672.00,7.00,27.00,4.00,3.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,13/11/2005 0:00:00,1058.00,75.00,949.00,3.00,24.00,5.00,2.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,14/11/2005 0:00:00,397.00,12.00,316.00,2.00,17.00,40.00,7.00,0.00,3.00,0.00
118,SS 46,46+600,Pian delle Fugazze,15/11/2005 0:00:00,377.00,16.00,314.00,2.00,19.00,17.00,6.00,1.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,16/11/2005 0:00:00,415.00,10.00,344.00,5.00,33.00,17.00,2.00,2.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,17/11/2005 0:00:00,434.00,23.00,347.00,2.00,30.00,17.00,7.00,2.00,5.00,1.00
118,SS 46,46+600,Pian delle Fugazze,18/11/2005 0:00:00,447.00,18.00,371.00,2.00,36.00,12.00,5.00,1.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,19/11/2005 0:00:00,569.00,30.00,506.00,6.00,16.00,5.00,4.00,0.00,0.00,2.00
118,SS 46,46+600,Pian delle Fugazze,20/11/2005 0:00:00,803.00,33.00,747.00,1.00,15.00,5.00,2.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,21/11/2005 0:00:00,380.00,14.00,303.00,5.00,38.00,14.00,5.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,22/11/2005 0:00:00,377.00,16.00,301.00,3.00,34.00,15.00,2.00,1.00,4.00,1.00
118,SS 46,46+600,Pian delle Fugazze,23/11/2005 0:00:00,76.00,4.00,55.00,2.00,8.00,4.00,2.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,23/11/2005 0:00:00,310.00,10.00,258.00,1.00,20.00,15.00,5.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,24/11/2005 0:00:00,389.00,9.00,319.00,1.00,33.00,20.00,6.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,25/11/2005 0:00:00,196.00,11.00,143.00,10.00,10.00,21.00,0.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,26/11/2005 0:00:00,156.00,14.00,106.00,6.00,3.00,22.00,4.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,27/11/2005 0:00:00,354.00,36.00,296.00,4.00,4.00,10.00,2.00,0.00,2.00,0.00
118,SS 46,46+600,Pian delle Fugazze,28/11/2005 0:00:00,262.00,14.00,215.00,1.00,15.00,12.00,4.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,29/11/2005 0:00:00,174.00,18.00,112.00,4.00,12.00,25.00,1.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,30/11/2005 0:00:00,252.00,18.00,203.00,3.00,8.00,12.00,7.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,01/12/2005 0:00:00,335.00,15.00,272.00,4.00,19.00,17.00,4.00,2.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,02/12/2005 0:00:00,252.00,12.00,196.00,2.00,21.00,17.00,1.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,03/12/2005 0:00:00,252.00,8.00,212.00,3.00,7.00,18.00,2.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,04/12/2005 0:00:00,494.00,27.00,450.00,3.00,7.00,4.00,2.00,1.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,05/12/2005 0:00:00,252.00,14.00,202.00,2.00,10.00,16.00,6.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,06/12/2005 0:00:00,234.00,16.00,170.00,4.00,11.00,23.00,5.00,2.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,07/12/2005 0:00:00,371.00,16.00,306.00,5.00,22.00,16.00,1.00,0.00,2.00,3.00
118,SS 46,46+600,Pian delle Fugazze,08/12/2005 0:00:00,612.00,19.00,567.00,2.00,13.00,7.00,4.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,09/12/2005 0:00:00,391.00,21.00,320.00,3.00,18.00,26.00,3.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,10/12/2005 0:00:00,611.00,32.00,557.00,1.00,10.00,6.00,3.00,0.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,11/12/2005 0:00:00,854.00,55.00,775.00,5.00,14.00,5.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,12/12/2005 0:00:00,333.00,14.00,271.00,1.00,24.00,18.00,2.00,1.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,13/12/2005 0:00:00,314.00,15.00,259.00,2.00,22.00,12.00,3.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,14/12/2005 0:00:00,349.00,17.00,298.00,0.00,17.00,10.00,4.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,15/12/2005 0:00:00,357.00,10.00,289.00,2.00,31.00,19.00,5.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,16/12/2005 0:00:00,389.00,15.00,324.00,5.00,26.00,8.00,8.00,0.00,2.00,1.00
118,SS 46,46+600,Pian delle Fugazze,17/12/2005 0:00:00,464.00,13.00,422.00,5.00,16.00,6.00,2.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,18/12/2005 0:00:00,559.00,25.00,520.00,1.00,7.00,5.00,0.00,0.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,19/12/2005 0:00:00,324.00,19.00,272.00,4.00,14.00,11.00,1.00,0.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,20/12/2005 0:00:00,340.00,8.00,287.00,1.00,25.00,9.00,4.00,0.00,4.00,2.00
118,SS 46,46+600,Pian delle Fugazze,21/12/2005 0:00:00,326.00,11.00,256.00,3.00,31.00,18.00,4.00,0.00,1.00,2.00
118,SS 46,46+600,Pian delle Fugazze,22/12/2005 0:00:00,354.00,11.00,298.00,3.00,23.00,9.00,6.00,2.00,1.00,1.00
118,SS 46,46+600,Pian delle Fugazze,23/12/2005 0:00:00,364.00,16.00,311.00,3.00,19.00,12.00,2.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,24/12/2005 0:00:00,345.00,14.00,320.00,1.00,2.00,5.00,2.00,0.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,25/12/2005 0:00:00,398.00,20.00,367.00,1.00,5.00,5.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,26/12/2005 0:00:00,565.00,25.00,534.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00
118,SS 46,46+600,Pian delle Fugazze,27/12/2005 0:00:00,169.00,15.00,120.00,2.00,7.00,22.00,1.00,1.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,28/12/2005 0:00:00,159.00,37.00,86.00,3.00,1.00,26.00,4.00,1.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,29/12/2005 0:00:00,87.00,23.00,45.00,1.00,4.00,7.00,5.00,1.00,1.00,0.00
118,SS 46,46+600,Pian delle Fugazze,30/12/2005 0:00:00,305.00,21.00,256.00,5.00,10.00,8.00,3.00,1.00,0.00,1.00
118,SS 46,46+600,Pian delle Fugazze,31/12/2005 0:00:00,280.00,20.00,242.00,4.00,4.00,8.00,1.00,0.00,0.00,1.00
119,SS 47,123+500,Crozç,01/01/2005 0:00:00,20848.00,463.00,7437.00,7.00,11060.00,1507.00,64.00,59.00,39.00,212.00
119,SS 47,123+500,Crozç,02/01/2005 0:00:00,28833.00,490.00,8889.00,18.00,16850.00,1802.00,94.00,145.00,125.00,420.00
119,SS 47,123+500,Crozç,03/01/2005 0:00:00,27111.00,463.00,8664.00,14.00,13396.00,2083.00,339.00,787.00,668.00,697.00
119,SS 47,123+500,Crozç,04/01/2005 0:00:00,28624.00,387.00,9171.00,16.00,14178.00,2034.00,362.00,959.00,766.00,751.00
119,SS 47,123+500,Crozç,05/01/2005 0:00:00,29945.00,392.00,9465.00,24.00,15002.00,2201.00,379.00,967.00,699.00,816.00
119,SS 47,123+500,Crozç,06/01/2005 0:00:00,22613.00,401.00,7475.00,9.00,12561.00,1615.00,90.00,119.00,83.00,260.00
119,SS 47,123+500,Crozç,07/01/2005 0:00:00,29150.00,503.00,9512.00,27.00,14570.00,2007.00,336.00,836.00,695.00,664.00
119,SS 47,123+500,Crozç,08/01/2005 0:00:00,28422.00,458.00,9532.00,22.00,15221.00,1892.00,206.00,324.00,287.00,480.00
119,SS 47,123+500,Crozç,09/01/2005 0:00:00,25918.00,426.00,8916.00,16.00,14281.00,1675.00,89.00,162.00,103.00,250.00
119,SS 47,123+500,Crozç,10/01/2005 0:00:00,29245.00,505.00,9003.00,16.00,13103.00,2258.00,490.00,1685.00,1237.00,948.00
119,SS 47,123+500,Crozç,11/01/2005 0:00:00,30669.00,472.00,9220.00,23.00,13657.00,2246.00,615.00,1846.00,1453.00,1137.00
119,SS 47,123+500,Crozç,12/01/2005 0:00:00,30717.00,445.00,9211.00,20.00,13578.00,2303.00,576.00,1817.00,1605.00,1162.00
119,SS 47,123+500,Crozç,13/01/2005 0:00:00,31997.00,494.00,9414.00,13.00,14309.00,2489.00,606.00,1913.00,1581.00,1178.00
119,SS 47,123+500,Crozç,14/01/2005 0:00:00,33402.00,468.00,9838.00,27.00,15338.00,2459.00,602.00,1939.00,1536.00,1195.00
119,SS 47,123+500,Crozç,15/01/2005 0:00:00,28990.00,439.00,9772.00,15.00,14985.00,2012.00,319.00,482.00,487.00,479.00
119,SS 47,123+500,Crozç,16/01/2005 0:00:00,24869.00,465.00,8489.00,13.00,13474.00,1613.00,153.00,197.00,226.00,239.00
119,SS 47,123+500,Crozç,17/01/2005 0:00:00,30535.00,492.00,9065.00,16.00,13503.00,2383.00,561.00,1855.00,1514.00,1146.00
119,SS 47,123+500,Crozç,18/01/2005 0:00:00,30120.00,433.00,8914.00,14.00,13254.00,2331.00,570.00,1857.00,1523.00,1224.00
